slot,scene,method,tier,role,retrieval_success,confirmation_failure,round,snapshot,candidates,viable,confirmed,vote_budget_possible_candidates,minimum_zero_cells,minimum_missing_cells,minimum_missing_tickets,fixed_source,fixed_missing_tickets,fixed_missing_cells,fixed_viable,task_mass
121,eval-hard-020,ours,hard,primary,False,True,2,slot-121-eval-hard-020-ours/attempt/data/rounds/round-02,29,5,0,0,10,98,108,587,112,99,True,97.77143343380946
121,eval-hard-020,ours,hard,primary,False,True,3,slot-121-eval-hard-020-ours/attempt/data/rounds/round-03,29,5,0,0,1,11,12,587,14,13,True,61.730466747524034
122,eval-hard-020,generic,hard,primary,False,True,1,slot-122-eval-hard-020-generic/attempt/data/rounds/round-01,33,13,0,13,78,88,166,747,166,88,True,173.59852210533313
122,eval-hard-020,generic,hard,primary,False,True,2,slot-122-eval-hard-020-generic/attempt/data/rounds/round-02,33,13,0,0,45,88,133,747,133,88,True,150.68529786977408
122,eval-hard-020,generic,hard,primary,False,True,3,slot-122-eval-hard-020-generic/attempt/data/rounds/round-03,33,13,0,0,41,56,97,747,97,56,True,134.82037815660013
123,eval-easy-024,ours,easy,primary,True,False,1,slot-123-eval-easy-024-ours/attempt/data/rounds/round-01,35,5,0,5,0,105,108,705,108,108,True,110.32327347057294
123,eval-easy-024,ours,easy,primary,True,False,2,slot-123-eval-easy-024-ours/attempt/data/rounds/round-02,35,5,3,5,0,0,0,705,0,0,True,66.91444783976388
124,eval-easy-024,generic,easy,primary,False,True,1,slot-124-eval-easy-024-generic/attempt/data/rounds/round-01,35,5,0,5,2,107,110,705,110,108,True,112.83184423459608
124,eval-easy-024,generic,easy,primary,False,True,2,slot-124-eval-easy-024-generic/attempt/data/rounds/round-02,35,5,0,5,0,5,5,705,5,5,True,70.106531449991
124,eval-easy-024,generic,easy,primary,False,True,3,slot-124-eval-easy-024-generic/attempt/data/rounds/round-03,35,5,0,0,0,1,1,705,1,1,True,43.049910551114735
125,eval-moderate-020,generic,moderate,primary,True,False,1,slot-125-eval-moderate-020-generic/attempt/data/rounds/round-01,36,4,0,4,0,102,102,624,102,102,True,102.16000697775712
125,eval-moderate-020,generic,moderate,primary,True,False,2,slot-125-eval-moderate-020-generic/attempt/data/rounds/round-02,36,4,2,4,0,0,0,624,0,0,True,62.20182764700745
126,eval-moderate-020,ours,moderate,primary,True,False,1,slot-126-eval-moderate-020-ours/attempt/data/rounds/round-01,36,5,0,5,0,102,102,624,102,102,True,105.58612961660765
126,eval-moderate-020,ours,moderate,primary,True,False,2,slot-126-eval-moderate-020-ours/attempt/data/rounds/round-02,36,5,3,5,0,0,0,624,0,0,True,64.04122485286466
127,eval-hard-014,ours,hard,primary,False,True,1,slot-127-eval-hard-014-ours/attempt/data/rounds/round-01,29,6,0,6,91,99,190,748,190,99,True,148.7996995180929
127,eval-hard-014,ours,hard,primary,False,True,2,slot-127-eval-hard-014-ours/attempt/data/rounds/round-02,29,6,0,0,29,97,128,748,147,97,True,115.97266891486026
127,eval-hard-014,ours,hard,primary,False,True,3,slot-127-eval-hard-014-ours/attempt/data/rounds/round-03,29,6,0,0,11,29,40,748,85,51,True,85.39001577634752
128,eval-hard-014,generic,hard,primary,False,False,1,slot-128-eval-hard-014-generic/attempt/data/rounds/round-01,32,6,0,6,90,106,198,664,198,108,True,173.13061319425267
128,eval-hard-014,generic,hard,primary,False,False,2,slot-128-eval-hard-014-generic/attempt/data/rounds/round-02,32,6,0,6,0,96,96,664,98,98,True,106.91823478549234
128,eval-hard-014,generic,hard,primary,False,False,3,slot-128-eval-hard-014-generic/attempt/data/rounds/round-03,32,6,2,2,0,0,0,664,8,8,True,66.75839722808443
129,eval-easy-005,ours,easy,primary,True,False,1,slot-129-eval-easy-005-ours/attempt/data/rounds/round-01,34,5,0,5,0,106,106,665,106,106,True,111.83184423459608
129,eval-easy-005,ours,easy,primary,True,False,2,slot-129-eval-easy-005-ours/attempt/data/rounds/round-02,34,5,2,5,0,0,0,665,0,0,True,67.82944226049003
130,eval-easy-005,generic,easy,primary,True,False,1,slot-130-eval-easy-005-generic/attempt/data/rounds/round-01,34,5,0,5,0,105,105,665,105,105,True,110.65143621373397
130,eval-easy-005,generic,easy,primary,True,False,2,slot-130-eval-easy-005-generic/attempt/data/rounds/round-02,34,5,3,5,0,0,0,665,0,0,True,67.11348860486645
131,eval-easy-018,ours,easy,primary,True,False,1,slot-131-eval-easy-018-ours-replacement-1/attempt/data/rounds/round-01,33,5,0,5,0,105,105,584,105,105,True,106.86449753315924
131,eval-easy-018,ours,easy,primary,True,False,2,slot-131-eval-easy-018-ours-replacement-1/attempt/data/rounds/round-02,33,5,3,5,0,0,0,584,0,0,True,64.81659418864616
132,eval-easy-018,generic,easy,primary,True,False,1,slot-132-eval-easy-018-generic/attempt/data/rounds/round-01,35,5,0,5,0,105,105,584,105,105,True,105.86449753315925
132,eval-easy-018,generic,easy,primary,True,False,2,slot-132-eval-easy-018-generic/attempt/data/rounds/round-02,35,5,3,5,0,0,0,584,0,0,True,64.21006352893353
133,eval-hard-003,ours,hard,primary,False,True,1,slot-133-eval-hard-003-ours/attempt/data/rounds/round-01,33,5,0,5,86,88,174,587,174,88,True,133.10476069259852
133,eval-hard-003,ours,hard,primary,False,True,2,slot-133-eval-hard-003-ours/attempt/data/rounds/round-02,33,3,0,0,9,86,95,587,95,86,True,68.55638480262446
133,eval-hard-003,ours,hard,primary,False,True,3,slot-133-eval-hard-003-ours/attempt/data/rounds/round-03,33,3,0,0,4,9,13,587,13,9,True,44.335834683860554
134,eval-hard-003,generic,hard,primary,False,False,1,slot-134-eval-hard-003-generic/attempt/data/rounds/round-01,34,8,0,8,92,99,191,547,191,99,True,147.43929976426446
134,eval-hard-003,generic,hard,primary,False,False,2,slot-134-eval-hard-003-generic/attempt/data/rounds/round-02,34,8,0,0,65,99,167,547,170,99,True,132.86808610178807
135,eval-hard-003,no_occlusion,hard,secondary_ablation,False,True,1,slot-135-eval-hard-003-no_occlusion/attempt/data/rounds/round-01,35,6,0,6,86,88,174,587,174,88,True,147.43020567253993
135,eval-hard-003,no_occlusion,hard,secondary_ablation,False,True,2,slot-135-eval-hard-003-no_occlusion/attempt/data/rounds/round-02,35,6,0,0,58,86,147,587,147,86,True,123.84755534247711
135,eval-hard-003,no_occlusion,hard,secondary_ablation,False,True,3,slot-135-eval-hard-003-no_occlusion/attempt/data/rounds/round-03,35,6,0,0,58,59,117,587,123,62,True,109.78260609855295
136,eval-hard-003,no_cost,hard,secondary_ablation,False,True,1,slot-136-eval-hard-003-no_cost/attempt/data/rounds/round-01,33,7,0,7,88,88,176,547,176,88,True,151.64926389461982
136,eval-hard-003,no_cost,hard,secondary_ablation,False,True,2,slot-136-eval-hard-003-no_cost/attempt/data/rounds/round-02,33,6,0,0,9,88,97,547,97,88,True,96.25695859348912
136,eval-hard-003,no_cost,hard,secondary_ablation,False,True,3,slot-136-eval-hard-003-no_cost/attempt/data/rounds/round-03,33,6,0,0,7,9,16,547,16,9,True,71.81695495965724
137,eval-easy-030,ours,easy,primary,True,False,1,slot-137-eval-easy-030-ours/attempt/data/rounds/round-01,36,6,0,6,0,106,106,664,106,106,True,108.14286544971085
137,eval-easy-030,ours,easy,primary,True,False,2,slot-137-eval-easy-030-ours/attempt/data/rounds/round-02,36,6,5,6,0,0,0,664,0,0,True,65.59196352442767
138,eval-easy-030,generic,easy,primary,True,False,1,slot-138-eval-easy-030-generic/attempt/data/rounds/round-01,34,4,0,4,0,106,106,665,106,106,True,105.11021215114768
138,eval-easy-030,generic,easy,primary,True,False,2,slot-138-eval-easy-030-generic/attempt/data/rounds/round-02,34,4,0,4,0,2,2,665,2,2,True,64.46851997419404
138,eval-easy-030,generic,easy,primary,True,False,3,slot-138-eval-easy-030-generic/attempt/data/rounds/round-03,34,4,4,4,0,0,0,665,0,0,True,39.39163251269101
139,eval-easy-001,generic,easy,primary,True,False,1,slot-139-eval-easy-001-generic/attempt/data/rounds/round-01,35,5,0,5,0,102,107,543,107,106,True,114.01225225545818
139,eval-easy-001,generic,easy,primary,True,False,2,slot-139-eval-easy-001-generic/attempt/data/rounds/round-02,35,5,0,5,0,1,1,543,1,1,True,69.39057779436742
139,eval-easy-001,generic,easy,primary,True,False,3,slot-139-eval-easy-001-generic/attempt/data/rounds/round-03,35,5,5,5,0,0,0,543,0,0,True,42.08751292745848
140,eval-easy-001,ours,easy,primary,True,False,1,slot-140-eval-easy-001-ours/attempt/data/rounds/round-01,34,3,0,3,2,102,108,543,108,106,True,104.91429235976867
140,eval-easy-001,ours,easy,primary,True,False,2,slot-140-eval-easy-001-ours/attempt/data/rounds/round-02,34,3,0,3,0,2,2,543,2,2,True,63.63373495825459
140,eval-easy-001,ours,easy,primary,True,False,3,slot-140-eval-easy-001-ours/attempt/data/rounds/round-03,34,3,3,3,0,0,0,543,0,0,True,38.595811244209024
141,eval-easy-001,fixed,easy,secondary_baseline,False,False,1,slot-141-eval-easy-001-fixed/attempt/data/rounds/round-01,35,5,0,5,0,102,108,624,108,108,True,115.19266027632028
143,eval-moderate-006,generic,moderate,primary,True,False,1,slot-143-eval-moderate-006-generic/attempt/data/rounds/round-01,36,5,0,5,0,99,99,583,99,99,True,103.01225225545816
143,eval-moderate-006,generic,moderate,primary,True,False,2,slot-143-eval-moderate-006-generic/attempt/data/rounds/round-02,36,5,0,5,0,1,1,583,1,1,True,62.95739175606964
143,eval-moderate-006,generic,moderate,primary,True,False,3,slot-143-eval-moderate-006-generic/attempt/data/rounds/round-03,36,5,5,5,0,0,0,583,0,0,True,38.33033763661864
144,eval-moderate-006,ours,moderate,primary,True,False,1,slot-144-eval-moderate-006-ours/attempt/data/rounds/round-01,35,4,0,4,0,105,105,623,105,105,True,103.79919093603291
144,eval-moderate-006,ours,moderate,primary,True,False,2,slot-144-eval-moderate-006-ours/attempt/data/rounds/round-02,35,4,3,4,0,0,0,623,0,0,True,62.95739175606964
145,eval-moderate-012,ours,moderate,primary,True,False,1,slot-145-eval-moderate-012-ours/attempt/data/rounds/round-01,33,4,0,4,0,106,106,625,106,106,True,95.61878291517081
145,eval-moderate-012,ours,moderate,primary,True,False,2,slot-145-eval-moderate-012-ours/attempt/data/rounds/round-02,33,4,2,4,0,0,0,625,1,1,True,58.23437470099883
146,eval-moderate-012,generic,moderate,primary,True,False,1,slot-146-eval-moderate-012-generic/attempt/data/rounds/round-01,34,5,0,5,0,105,105,706,105,105,True,105.04490555402134
146,eval-moderate-012,generic,moderate,primary,True,False,2,slot-146-eval-moderate-012-generic/attempt/data/rounds/round-02,34,5,0,5,0,1,1,706,2,2,True,64.19025830221423
146,eval-moderate-012,generic,moderate,primary,True,False,3,slot-146-eval-moderate-012-generic/attempt/data/rounds/round-03,34,5,5,5,0,0,0,706,0,0,True,39.36760755823538
147,eval-moderate-019,ours,moderate,primary,True,False,1,slot-147-eval-moderate-019-ours/attempt/data/rounds/round-01,35,6,0,6,0,106,106,666,106,106,True,108.14286544971085
147,eval-moderate-019,ours,moderate,primary,True,False,2,slot-147-eval-moderate-019-ours/attempt/data/rounds/round-02,35,6,5,6,0,0,0,666,0,0,True,65.59196352442767
148,eval-moderate-019,generic,moderate,primary,True,False,1,slot-148-eval-moderate-019-generic/attempt/data/rounds/round-01,36,4,0,4,0,106,106,665,106,106,True,105.11021215114768
148,eval-moderate-019,generic,moderate,primary,True,False,2,slot-148-eval-moderate-019-generic/attempt/data/rounds/round-02,36,4,0,4,0,3,3,665,3,3,True,64.70717119273523
148,eval-moderate-019,generic,moderate,primary,True,False,3,slot-148-eval-moderate-019-generic/attempt/data/rounds/round-03,36,4,3,3,0,0,0,665,0,0,True,39.53638179371403
149,eval-hard-016,generic,hard,primary,False,True,1,slot-149-eval-hard-016-generic/attempt/data/rounds/round-01,31,6,0,6,73,102,176,749,176,103,True,145.28628715430762
149,eval-hard-016,generic,hard,primary,False,True,2,slot-149-eval-hard-016-generic/attempt/data/rounds/round-02,31,6,0,0,47,102,150,749,150,103,True,131.27271002696696
149,eval-hard-016,generic,hard,primary,False,True,3,slot-149-eval-hard-016-generic/attempt/data/rounds/round-03,31,6,0,0,45,74,125,749,125,80,True,122.08698801424379
150,eval-hard-016,ours,hard,primary,True,False,1,slot-150-eval-hard-016-ours/attempt/data/rounds/round-01,36,4,0,4,81,99,180,500,180,99,True,154.7371438539653
150,eval-hard-016,ours,hard,primary,True,False,2,slot-150-eval-hard-016-ours/attempt/data/rounds/round-02,36,4,0,4,0,81,81,500,81,81,True,93.85282194379423
150,eval-hard-016,ours,hard,primary,True,False,3,slot-150-eval-hard-016-ours/attempt/data/rounds/round-03,36,4,4,4,0,0,0,500,0,0,True,56.924614009461834
154,eval-hard-001,fixed,hard,secondary_baseline,False,True,1,slot-154-eval-hard-001-fixed/attempt/data/rounds/round-01,31,9,0,9,94,96,190,707,190,96,True,144.31875675051245
154,eval-hard-001,fixed,hard,secondary_baseline,False,True,2,slot-154-eval-hard-001-fixed/attempt/data/rounds/round-02,31,9,0,0,94,96,190,707,190,96,True,144.31875675051245
154,eval-hard-001,fixed,hard,secondary_baseline,False,True,3,slot-154-eval-hard-001-fixed/attempt/data/rounds/round-03,31,9,0,0,94,96,190,707,190,96,True,144.31875675051245
157,eval-easy-028,generic,easy,primary,False,False,1,slot-157-eval-easy-028-generic/attempt/data/rounds/round-01,35,4,0,4,5,99,104,583,104,99,True,114.63592444321708
157,eval-easy-028,generic,easy,primary,False,False,2,slot-157-eval-easy-028-generic/attempt/data/rounds/round-02,35,4,0,2,0,9,10,583,10,9,True,71.51039765259273
157,eval-easy-028,generic,easy,primary,False,False,3,slot-157-eval-easy-028-generic/attempt/data/rounds/round-03,35,4,2,2,0,0,0,583,1,1,True,43.37324866453983
158,eval-easy-028,ours,easy,primary,False,False,1,slot-158-eval-easy-028-ours/attempt/data/rounds/round-01,34,3,0,3,2,102,104,541,104,102,True,84.27510840149287
158,eval-easy-028,ours,easy,primary,False,False,2,slot-158-eval-easy-028-ours/attempt/data/rounds/round-02,34,3,0,3,0,2,2,541,2,2,True,51.11543709611117
158,eval-easy-028,ours,easy,primary,False,False,3,slot-158-eval-easy-028-ours/attempt/data/rounds/round-03,34,3,3,3,0,0,0,541,0,0,True,31.00307978340392
159,eval-hard-019,ours,hard,primary,True,False,1,slot-159-eval-hard-019-ours/attempt/data/rounds/round-01,34,5,0,5,93,105,200,664,200,107,True,164.34367451367794
159,eval-hard-019,ours,hard,primary,True,False,2,slot-159-eval-hard-019-ours/attempt/data/rounds/round-02,34,3,0,3,0,94,94,664,94,94,True,92.14265296056728
159,eval-hard-019,ours,hard,primary,True,False,3,slot-159-eval-hard-019-ours/attempt/data/rounds/round-03,34,3,3,3,0,0,0,664,0,0,True,55.887344087845094
160,eval-hard-019,generic,hard,primary,False,True,1,slot-160-eval-hard-019-generic/attempt/data/rounds/round-01,33,3,0,3,98,106,204,547,204,106,True,103.65595419484632
160,eval-hard-019,generic,hard,primary,False,True,2,slot-160-eval-hard-019-generic/attempt/data/rounds/round-02,33,3,0,0,23,98,121,547,121,98,True,72.82301271449306
160,eval-hard-019,generic,hard,primary,False,True,3,slot-160-eval-hard-019-generic/attempt/data/rounds/round-03,33,3,0,0,23,25,48,547,48,25,True,54.37062615011201
161,eval-easy-021,generic,easy,primary,True,False,1,slot-161-eval-easy-021-generic/attempt/data/rounds/round-01,36,6,0,6,0,103,103,623,103,103,True,116.979598956895
161,eval-easy-021,generic,easy,primary,True,False,2,slot-161-eval-easy-021-generic/attempt/data/rounds/round-02,36,6,1,6,0,0,0,623,2,2,True,71.42901576532721
162,eval-easy-021,ours,easy,primary,True,False,1,slot-162-eval-easy-021-ours/attempt/data/rounds/round-01,34,4,0,4,0,105,108,583,108,108,True,107.73388433890656
162,eval-easy-021,ours,easy,primary,True,False,2,slot-162-eval-easy-021-ours/attempt/data/rounds/round-02,34,4,1,4,0,0,0,583,0,0,True,65.34390394148156
163,eval-moderate-027,generic,moderate,primary,False,False,1,slot-163-eval-moderate-027-generic/attempt/data/rounds/round-01,34,5,0,5,0,99,99,624,99,99,True,109.29062017200978
163,eval-moderate-027,generic,moderate,primary,False,False,2,slot-163-eval-moderate-027-generic/attempt/data/rounds/round-02,34,5,2,5,0,0,0,624,0,0,True,66.52676317187313
164,eval-moderate-027,ours,moderate,primary,True,False,1,slot-164-eval-moderate-027-ours/attempt/data/rounds/round-01,36,6,0,6,0,88,88,624,88,88,True,106.07755885258452
164,eval-moderate-027,ours,moderate,primary,True,False,2,slot-164-eval-moderate-027-ours/attempt/data/rounds/round-02,36,6,4,6,0,0,0,624,0,0,True,64.33929175156378
165,eval-easy-010,ours,easy,primary,False,False,1,slot-165-eval-easy-010-ours/attempt/data/rounds/round-01,35,4,0,4,0,104,104,583,104,104,True,100.40572159574555
165,eval-easy-010,ours,easy,primary,False,False,2,slot-165-eval-easy-010-ours/attempt/data/rounds/round-02,35,4,3,4,0,0,0,583,0,0,True,60.89914855839055
166,eval-easy-010,generic,easy,primary,True,False,1,slot-166-eval-easy-010-generic/attempt/data/rounds/round-01,35,5,0,5,0,104,104,583,104,104,True,109.94694565833183
166,eval-easy-010,generic,easy,primary,True,False,2,slot-166-eval-easy-010-generic/attempt/data/rounds/round-02,35,5,0,5,0,1,1,583,1,1,True,66.92484470207827
166,eval-easy-010,generic,easy,primary,True,False,3,slot-166-eval-easy-010-generic/attempt/data/rounds/round-03,35,5,5,5,0,0,0,583,0,0,True,40.73671948934008
167,eval-moderate-005,ours,moderate,primary,True,False,1,slot-167-eval-moderate-005-ours/attempt/data/rounds/round-01,36,6,0,6,0,105,105,623,105,105,True,111.175518748274
167,eval-moderate-005,ours,moderate,primary,True,False,2,slot-167-eval-moderate-005-ours/attempt/data/rounds/round-02,36,6,5,6,0,0,0,623,0,0,True,67.4313607302849
168,eval-moderate-005,generic,moderate,primary,True,False,1,slot-168-eval-moderate-005-generic/attempt/data/rounds/round-01,35,5,0,5,0,106,106,663,106,106,True,107.3559267691361
168,eval-moderate-005,generic,moderate,primary,True,False,2,slot-168-eval-moderate-005-generic/attempt/data/rounds/round-02,35,5,0,5,0,1,1,663,1,1,True,65.35331230588648
168,eval-moderate-005,generic,moderate,primary,True,False,3,slot-168-eval-moderate-005-generic/attempt/data/rounds/round-03,35,5,5,5,0,0,0,663,0,0,True,39.63878762729509
169,eval-moderate-017,generic,moderate,primary,False,False,1,slot-169-eval-moderate-017-generic/attempt/data/rounds/round-01,33,4,0,4,0,103,103,583,103,103,True,101.79919093603291
169,eval-moderate-017,generic,moderate,primary,False,False,2,slot-169-eval-moderate-017-generic/attempt/data/rounds/round-02,33,4,0,4,0,1,1,583,1,1,True,62.22163287372677
169,eval-moderate-017,generic,moderate,primary,False,False,3,slot-169-eval-moderate-017-generic/attempt/data/rounds/round-03,33,4,4,4,0,0,0,583,0,0,True,38.31832515939082
170,eval-moderate-017,ours,moderate,primary,False,False,1,slot-170-eval-moderate-017-ours/attempt/data/rounds/round-01,29,25,0,25,55,88,149,546,149,88,True,216.2893732159282
170,eval-moderate-017,ours,moderate,primary,False,False,2,slot-170-eval-moderate-017-ours/attempt/data/rounds/round-02,29,25,0,21,0,55,55,546,61,61,True,132.00822259627336
170,eval-moderate-017,ours,moderate,primary,False,False,3,slot-170-eval-moderate-017-ours/attempt/data/rounds/round-03,29,25,21,21,0,0,0,546,0,0,True,80.662796555581
171,eval-hard-021,generic,hard,primary,False,True,1,slot-171-eval-hard-021-generic/attempt/data/rounds/round-01,33,3,0,3,65,106,171,705,171,106,True,137.2938796870685
171,eval-hard-021,generic,hard,primary,False,True,2,slot-171-eval-hard-021-generic/attempt/data/rounds/round-02,33,3,0,0,1,90,92,705,92,90,True,90.98077143937387
171,eval-hard-021,generic,hard,primary,False,True,3,slot-171-eval-hard-021-generic/attempt/data/rounds/round-03,33,3,0,0,0,14,14,705,27,26,True,62.641731281292664
172,eval-hard-021,ours,hard,primary,True,False,1,slot-172-eval-hard-021-ours/attempt/data/rounds/round-01,34,5,0,5,68,105,173,705,173,105,True,153.26122638850535
172,eval-hard-021,ours,hard,primary,True,False,2,slot-172-eval-hard-021-ours/attempt/data/rounds/round-02,34,5,0,5,0,68,68,705,68,68,True,92.95763274978741
172,eval-hard-021,ours,hard,primary,True,False,3,slot-172-eval-hard-021-ours/attempt/data/rounds/round-03,34,5,5,5,0,0,0,705,0,0,True,56.38165431705325
173,eval-easy-008,generic,easy,primary,True,False,1,slot-173-eval-easy-008-generic/attempt/data/rounds/round-01,35,5,0,5,0,107,108,705,108,108,True,108.11021215114766
173,eval-easy-008,generic,easy,primary,True,False,2,slot-173-eval-easy-008-generic/attempt/data/rounds/round-02,35,5,0,5,0,2,2,705,3,3,True,66.28811195333193
173,eval-easy-008,generic,easy,primary,True,False,3,slot-173-eval-easy-008-generic/attempt/data/rounds/round-03,35,5,5,5,0,0,0,705,0,0,True,40.20577227415933
174,eval-easy-008,ours,easy,primary,True,False,1,slot-174-eval-easy-008-ours/attempt/data/rounds/round-01,35,5,0,5,0,107,108,705,108,108,True,108.50368149143503
174,eval-easy-008,ours,easy,primary,True,False,2,slot-174-eval-easy-008-ours/attempt/data/rounds/round-02,35,5,3,5,0,0,0,705,0,0,True,65.81080951624955
175,eval-moderate-007,ours,moderate,primary,True,False,1,slot-175-eval-moderate-007-ours/attempt/data/rounds/round-01,34,5,0,5,0,107,107,584,107,107,True,102.89715083172241
175,eval-moderate-007,ours,moderate,primary,True,False,2,slot-175-eval-moderate-007-ours/attempt/data/rounds/round-02,34,5,4,5,0,0,0,584,0,0,True,62.41027677651494
176,eval-moderate-007,generic,moderate,primary,True,False,1,slot-176-eval-moderate-007-generic/attempt/data/rounds/round-01,34,5,0,5,0,106,106,622,106,106,True,102.0775588525845
176,eval-moderate-007,generic,moderate,primary,True,False,2,slot-176-eval-moderate-007-generic/attempt/data/rounds/round-02,34,5,1,5,0,0,0,622,1,1,True,62.15182033125444
177,eval-easy-017,ours,easy,primary,True,False,1,slot-177-eval-easy-017-ours/attempt/data/rounds/round-01,35,4,0,4,0,88,88,624,88,88,True,95.12735367919394
177,eval-easy-017,ours,easy,primary,True,False,2,slot-177-eval-easy-017-ours/attempt/data/rounds/round-02,35,4,3,4,0,0,0,624,0,0,True,57.69765658375851
178,eval-easy-017,generic,easy,primary,True,False,1,slot-178-eval-easy-017-generic/attempt/data/rounds/round-01,35,5,0,5,2,88,90,624,90,88,True,107.52082301948131
178,eval-easy-017,generic,easy,primary,True,False,2,slot-178-eval-easy-017-generic/attempt/data/rounds/round-02,35,5,0,5,0,3,3,624,7,7,True,66.40793181155726
178,eval-easy-017,generic,easy,primary,True,False,3,slot-178-eval-easy-017-generic/attempt/data/rounds/round-03,35,5,5,5,0,0,0,624,0,0,True,40.2784466918154
179,eval-hard-025,ours,hard,primary,False,False,1,slot-179-eval-hard-025-ours/attempt/data/rounds/round-01,35,5,0,5,94,102,196,623,196,102,True,165.70449055540212
179,eval-hard-025,ours,hard,primary,False,False,2,slot-179-eval-hard-025-ours/attempt/data/rounds/round-02,35,5,0,4,0,94,94,623,94,94,True,102.31738255360455
179,eval-hard-025,ours,hard,primary,False,False,3,slot-179-eval-hard-025-ours/attempt/data/rounds/round-03,35,5,4,4,0,0,0,623,0,0,True,63.63250690145712
180,eval-hard-025,generic,hard,primary,False,True,1,slot-180-eval-hard-025-generic/attempt/data/rounds/round-01,35,6,0,6,98,99,198,583,198,99,True,157.70449055540212
180,eval-hard-025,generic,hard,primary,False,True,2,slot-180-eval-hard-025-generic/attempt/data/rounds/round-02,35,6,0,0,89,98,187,583,190,99,True,152.0154055259451
180,eval-hard-025,generic,hard,primary,False,True,3,slot-180-eval-hard-025-generic/attempt/data/rounds/round-03,35,6,0,0,2,89,91,583,93,91,True,94.40800212011301
181,eval-easy-025,ours,easy,primary,True,False,1,slot-181-eval-easy-025-ours/attempt/data/rounds/round-01,37,5,0,5,2,103,109,543,109,107,True,112.19266027632028
181,eval-easy-025,ours,easy,primary,True,False,2,slot-181-eval-easy-025-ours/attempt/data/rounds/round-02,37,5,0,5,0,2,2,543,2,2,True,68.0482882523119
181,eval-easy-025,ours,easy,primary,True,False,3,slot-181-eval-easy-025-ours/attempt/data/rounds/round-03,37,5,5,5,0,0,0,543,0,0,True,41.27337316599017
182,eval-easy-025,generic,easy,primary,True,False,1,slot-182-eval-easy-025-generic/attempt/data/rounds/round-01,35,4,0,4,0,103,106,543,106,106,True,105.97959895689502
182,eval-easy-025,generic,easy,primary,True,False,2,slot-182-eval-easy-025-generic/attempt/data/rounds/round-02,35,4,0,4,0,1,1,543,1,1,True,64.75717850848824
182,eval-easy-025,generic,easy,primary,True,False,3,slot-182-eval-easy-025-generic/attempt/data/rounds/round-03,35,4,4,4,0,0,0,543,0,0,True,39.56671276392816
183,eval-hard-005,generic,hard,primary,False,True,1,slot-183-eval-hard-005-generic/attempt/data/rounds/round-01,35,4,0,4,43,99,144,624,144,99,True,136.8506155201717
183,eval-hard-005,generic,hard,primary,False,True,2,slot-183-eval-hard-005-generic/attempt/data/rounds/round-02,35,4,0,0,1,71,72,624,72,71,True,93.25324843895707
183,eval-hard-005,generic,hard,primary,False,True,3,slot-183-eval-hard-005-generic/attempt/data/rounds/round-03,35,4,0,0,0,22,22,624,26,26,True,66.2187665654072
184,eval-hard-005,ours,hard,primary,False,False,1,slot-184-eval-hard-005-ours/attempt/data/rounds/round-01,34,5,0,5,44,99,145,624,145,99,True,143.24408486045905
184,eval-hard-005,ours,hard,primary,False,False,2,slot-184-eval-hard-005-ours/attempt/data/rounds/round-02,34,5,0,4,0,54,54,624,54,54,True,91.80977178291668
184,eval-hard-005,ours,hard,primary,False,False,3,slot-184-eval-hard-005-ours/attempt/data/rounds/round-03,34,5,3,3,0,0,0,624,0,0,True,58.310604851511876
185,eval-moderate-014,ours,moderate,primary,True,False,1,slot-185-eval-moderate-014-ours/attempt/data/rounds/round-01,32,6,0,6,1,104,105,665,105,104,True,110.83184423459608
185,eval-moderate-014,ours,moderate,primary,True,False,2,slot-185-eval-moderate-014-ours/attempt/data/rounds/round-02,32,6,0,6,0,1,1,665,1,1,True,67.2229116007774
185,eval-moderate-014,ours,moderate,primary,True,False,3,slot-185-eval-moderate-014-ours/attempt/data/rounds/round-03,32,6,6,6,0,0,0,665,0,0,True,40.77275692102354
186,eval-moderate-014,generic,moderate,primary,True,False,1,slot-186-eval-moderate-014-generic/attempt/data/rounds/round-01,30,6,0,6,1,105,106,665,106,105,True,111.43837489430872
186,eval-moderate-014,generic,moderate,primary,True,False,2,slot-186-eval-moderate-014-generic/attempt/data/rounds/round-02,30,6,0,6,0,5,5,665,5,5,True,69.02269835319598
186,eval-moderate-014,generic,moderate,primary,True,False,3,slot-186-eval-moderate-014-generic/attempt/data/rounds/round-03,30,6,4,4,0,0,0,665,0,0,True,42.10303398585125
187,eval-easy-007,ours,easy,primary,True,False,1,slot-187-eval-easy-007-ours/attempt/data/rounds/round-01,33,5,0,5,0,106,106,665,106,106,True,111.83184423459608
187,eval-easy-007,ours,easy,primary,True,False,2,slot-187-eval-easy-007-ours/attempt/data/rounds/round-02,33,5,1,5,0,0,0,665,0,0,True,68.06809347903122
188,eval-easy-007,generic,easy,primary,True,False,1,slot-188-eval-easy-007-generic/attempt/data/rounds/round-01,33,5,0,5,0,106,106,665,106,106,True,112.61878291517081
188,eval-easy-007,generic,easy,primary,True,False,2,slot-188-eval-easy-007-generic/attempt/data/rounds/round-02,33,5,0,5,0,1,1,665,1,1,True,68.78404713465478
188,eval-easy-007,generic,easy,primary,True,False,3,slot-188-eval-easy-007-generic/attempt/data/rounds/round-03,33,5,5,5,0,0,0,665,0,0,True,41.71963348628704
